ssthresh,bytesInFlight,cWndAtTheEnd,TimeSpentInRecovery
2000,2000,3000,0.352155
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,1000,2000,0.882213
2000,0,2000,0.096423
2000,2000,3000,0.366345
2000,0,2000,0.037853
2000,0,2000,0.095451
2000,1000,2000,0.180141
2000,0,2000,0.067410
2000,1000,2000,0.115435
2000,1000,1000,0.217296
2000,0,2000,0.171196
2000,1000,2000,0.208864
9500,19000,7000,0.335472
2000,0,3000,0.464754
2000,1000,1000,0.873131
2000,0,2000,0.054400
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,0,2000,0.070716
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,1000,2000,0.040932
2000,1000,2000,0.208864
2000,0,2000,0.077228
2000,0,2000,0.074316
2000,2000,3000,0.217296
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.012438
2000,1000,2000,0.138858
2000,1000,2000,0.891047
2000,2000,3000,0.156548
2000,1000,2000,0.418998
2000,1000,2000,0.208864
2000,1000,2000,0.096423
7000,14000,6000,0.434720
6500,13000,6000,0.234160
2000,2000,3000,0.208864
2000,0,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.608864
2000,0,2000,0.208864
2000,0,2000,0.032388
2000,2000,3000,0.202962
5500,11000,7000,0.206530
2000,2000,3000,0.279944
2000,0,2000,0.208864
2000,0,2000,0.079936
2000,2000,3000,0.208864
2000,1000,2000,0.152972
2000,2000,2000,0.208864
2000,2000,1000,0.409360
2000,0,2000,0.080813
2000,1000,2000,0.175377
2000,0,2000,0.027738
2000,1000,2000,0.208864
2000,0,2000,0.091474
2000,2000,2000,0.609792
2000,2000,1000,0.787525
6500,13000,5000,0.409424
2000,1000,2000,0.208864
2000,2000,2000,0.798456
2000,1000,2000,0.208864
2000,2000,2000,0.371895
2000,1000,2000,0.172294
2000,2000,2000,0.351231
2000,0,2000,0.059487
2000,2000,3000,0.208864
2000,2000,2000,0.217296
2000,2000,3000,0.518576
7000,14000,6000,0.582197
2000,0,2000,0.099823
2000,2000,3000,0.208864
2000,1000,2000,0.039998
2000,1000,2000,0.064228
2000,2000,3000,0.128924
2000,1000,2000,0.208864
2000,1000,1000,0.409296
2000,2000,3000,0.443130
2000,0,2000,0.103094
2000,2000,3000,0.318882
2000,1000,2000,0.206913
2000,1000,2000,0.417296
5500,11000,3000,0.409424
2000,2000,3000,5.998460
2000,2000,2000,0.208864
2000,0,2000,0.208864
2000,0,2000,0.106435
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,1000,1000,0.408864
2000,2000,2000,0.473369
2000,1000,2000,0.208864
2000,0,2000,0.019309
7000,14000,6000,0.417984
2000,1000,2000,0.068798
2000,2000,3000,0.208864
2000,0,2000,0.063747
2000,0,2000,0.062384
2000,0,2000,0.062758
2000,0,2000,0.020279
2000,2000,1000,0.409424
2000,2000,3000,0.208864
2000,2000,3000,0.383396
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,0,2000,0.028247
2000,2000,3000,0.208864
2000,1000,2000,0.041920
2000,2000,3000,0.208864
2000,1000,2000,0.005867
2000,1000,2000,0.208864
5000,10000,4000,0.341840
6000,12000,5000,0.417792
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,0,2000,0.110869
2000,0,2000,0.102270
2000,1000,2000,0.312416
2000,0,2000,0.090775
2000,1000,2000,0.208864
2000,0,2000,0.019233
2000,1000,2000,0.185383
2000,0,2000,0.055503
2000,1000,2000,0.396109
2000,1000,2000,0.208864
8500,17000,6000,0.324976
2000,2000,3000,0.500923
2000,1000,2000,0.945781
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,2000,1000,0.714904
2000,2000,3000,0.208864
2000,0,2000,0.044262
2000,0,2000,0.073803
2000,2000,3000,0.508511
2000,0,2000,0.208864
