ssthresh,bytesInFlight,cWndAtTheEnd,TimeSpentInRecovery
12800,13000,12000,0.375568
2000,3000,2000,0.180030
2000,4000,2000,0.208864
2000,4000,2000,0.400864
2500,5000,2500,0.217232
2000,3000,2000,0.590346
2000,3000,2000,0.626224
3000,6000,3000,0.634592
2000,3000,2000,0.764790
2000,3000,2000,0.700589
2000,3000,2000,0.208864
16000,19000,16000,0.259520
12800,14000,12800,0.242528
2000,3000,2000,0.834227
2000,4000,2000,0.643628
2000,3000,2000,0.225728
2000,3000,2000,0.379722
2000,3000,2000,0.208864
24000,28000,24000,0.386064
19200,23000,19200,2.010070
2000,3000,2000,0.217232
3000,6000,3000,0.400992
2000,3000,4000,0.159779
2000,4000,2000,0.660054
3000,6000,3000,0.146153
16000,19000,16000,0.645806
4000,8000,5539,0.170275
2000,3000,2000,0.786128
2000,3000,4000,0.217232
2000,3000,2000,0.417296
2000,4000,2000,0.208864
2000,4000,2000,0.208864
2000,3000,2000,0.791633
2000,3000,2000,0.225728
2000,4000,2000,0.264685
2000,3000,2000,0.208864
2000,4000,3000,0.033664
2000,3000,2000,0.726429
2000,4000,2000,0.409424
4500,9000,4500,0.635280
2000,3000,2000,0.682514
2000,3000,2000,0.208864
2000,4000,2000,0.208864
2000,4000,2000,0.208864
3000,6000,3000,0.159808
2000,3000,4000,0.033664
2000,4000,2000,0.409360
2000,3000,2000,0.217232
2000,3000,2000,0.333580
2000,3000,2000,0.861622
2000,3000,2000,0.208864
4500,9000,4500,0.720114
3000,6000,3000,0.208864
2500,5000,2500,0.459543
2000,3000,2000,0.208864
2000,4000,2000,0.208864
2000,3000,2000,0.208864
2000,4000,2000,0.409360
2000,3000,2000,0.217296
2000,3000,2000,0.635152
12800,14000,12800,0.276384
4000,8000,4000,0.626656
2000,4000,2000,0.409424
2000,4000,2000,0.609360
2000,3000,2000,0.208864
2000,3000,2000,0.692473
2000,3000,2000,0.208864
2000,4000,2000,0.335209
2000,3000,4000,0.183502
2000,4000,2000,0.208864
11200,12000,11200,0.208864
4500,9000,4500,0.208864
2000,3000,2000,0.679523
2000,4000,2000,0.208864
2000,3000,2000,0.413190
2000,4000,2000,0.626720
2500,5000,2500,0.409424
2500,5000,2500,0.722961
2000,3000,2000,0.409424
2000,3000,2000,0.493651
2000,4000,2000,0.217296
2000,4000,2000,0.409424
2500,5000,2500,0.719439
2000,3000,2000,0.216800
2000,4000,2000,0.409424
2000,4000,2000,0.208864
2000,4000,3000,0.137907
2500,5000,2500,0.400864
2000,4000,2000,0.208864
2000,3000,2000,0.643520
2000,3000,2000,0.216800
4500,9000,4500,0.635280
2000,3000,2000,0.626720
2000,3000,2000,0.208864
2000,3000,3000,0.332433
2000,3000,2000,0.643635
2000,3000,2000,0.199902
2000,3000,2000,0.217296
2000,3000,3000,0.217296
